id,financescore,country,classsize,city,rating,totalscore,numericalstaff,staffstudentratio,approvals,academicscore,summary,techscore,citySafety,confidence,housingprovision,techecosystem,curriculum,staffcount,schoolname,worklifescore,noncontacttime,healthcoverage,image,Profit Status,salaryRange,Ownership,inspect,validated,profit status,ownership,citysafety,lastSync,scrapedJobsCount,scrapedJobsList,revalidationError,revalidationStatus,isRevalidating,revalidationCompletedAt,cachedStability,lastScrapedAt,website,agency,careersPageUrl,name,tesOrganizationId,tesEmployerSlug,updatedAt
"FLIS0203","7.8","Oman","Avg 22; Max 24","Muscat","Highly Regarded","8.2","110","1:9","CIS, BSME","8.1","High-End International","7.5","9.3","8.5","Comfortable furnished housing provided","HPL (High Performance Learning), Smart boards","Cambridge (iGCSE), Omani Ministry, IBDP","110","American British Academy","8.5","20%","Comprehensive private medical","","Private / Not-for-Profit model","$40k - $58k USD (Net)","Royal Patronage","CIS / Ministry of Education","LFI","Private / Not-for-Profit model","Royal Patronage","9.3","2026-05-26T10:41:07.836Z","0","[]","","success","true","{""_seconds"":1788076589,""_nanoseconds"":169000000}","","2026-08-30T07:56:29.166Z","https://www.abaoman.org","Search Associates, Schrole, Teacher Horizons, CIS / ISS","https://www.abaoman.org/community/careers","American British Academy","","","2026-08-30T16:53:52.149Z"
"FLIS0204","5.5","Austria","12","St. Gilgen","7.5","7.5","55","1:5","CIS","8.1","IB World School in St. Gilgen operating under the Cognita Group in partnership with the local non-profit foundation (St. Gilgen International School Privatstiftung).","8.3","","9.5","Full Room & Board for Boarding Staff / Allowances for Select Day Hires","Mixed LMS","IB","55","St. Gilgen International School","7.4","20%","Full coverage under Austrian statutory health insurance (ÖGK), accident insurance, and public pension contributions.","","","$3,833","Private / Cognita Group","Cognita","","Private / Cognita Group","Private / Cognita Group","8.3","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076599,""_nanoseconds"":832000000}","","2026-08-30T07:56:39.830Z","","Search Associates, Schrole, LinkedIn, Karriere.at","","St. Gilgen International School","1057170","st-gilgen-international-school-1057170","2026-08-30T16:19:07.622Z"
"FLIS0205","7.2","Austria","16","Vienna","7.8","7.8","38","1:9","IB DP, ACSI, MSA, Öffentlichkeitsrecht","7.9","US curriculum school in Vienna, Non-Profit, with 1:9 ratio and Mixed LMS.","7.8","","9.4","Housing Assistance & Relocation Recruiter Support","Mixed LMS","US Common Core & IB DP","45","International Christian School of Vienna","8.0","20%","Yes","","Non-Profit","$4,000","","ACSI / MSA","","Non-Profit","Non-Profit Independent Christian Board","7.9","2026-05-26T10:41:49.009Z","2","[{""title"":""Athletic Director"",""url"":""https://www.icsv.at/employment/vacancies/athletic-director"",""type"":""Full-Time / Part-Time"",""schoolYear"":""2027-2028"",""postedDate"":""2026-09-05T13:14:51.064Z""},{""title"":""Physical Education Teacher"",""url"":""https://www.icsv.at/employment/vacancies/physical-education"",""type"":""Full-Time / Part-Time"",""schoolYear"":""2027-2028"",""postedDate"":""2026-09-05T13:14:51.065Z""}]","","success","true","{""_seconds"":1788076694,""_nanoseconds"":98000000}","","2026-08-30T07:58:14.097Z","https://www.icsv.at","Schrole, Teacher Horizons, LinkedIn, ACSI Jobs","https://www.icsv.at/vacancies","International Christian School of Vienna","","","2026-09-05T13:14:51.065Z"
"FLIS0206","6.8","Austria","18","Velden","7.4","7.6","32","1:8","IB World","7.5","IB curriculum school in Velden, Non-Profit, with 1:8 ratio and Mixed LMS.","7.5","","9.2","No","Mixed LMS","IB","38","International School Carinthia","7.9","22%","Yes","","","$3,875","","Association","","Yes","Non-Profit","8.2","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076692,""_nanoseconds"":214000000}","","2026-08-30T07:58:12.213Z","https://isc.ac.at/we-are-isc/career/","Karriere.at, LinkedIn, Search Associates","https://isc.ac.at/we-are-isc/career/","International School Carinthia","","","2026-08-30T16:19:07.622Z"
"FLIS0207","8.5","Austria","20","Innsbruck","7.8","7.8","80","1:10","IB","7.4","IB curriculum school in Innsbruck, Public, with 1:10 ratio and Mixed LMS.","7.2","","8.7","No","Mixed LMS","IB","85","International School Innsbruck","8.1","25%","Yes","","","$4,250","","State","","Yes","Public","7.9","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076591,""_nanoseconds"":96000000}","","2026-08-30T07:56:31.095Z","","Karriere.at, Tirol.gv.at Job Portal, LinkedIn","","International School Innsbruck","","","2026-08-30T16:19:07.622Z"
"FLIS0208","8.5","Austria","18","St. Pölten","7.6","7.6","22","1:11","IB","7.2","IB curriculum school in St. Pölten, Public, with 1:11 ratio and Mixed LMS.","7.0","","8.5","Yes","Mixed LMS","IB","26","Lower Austrian International School","7.8","24%","Yes","","","$4,208","","State","","Yes","Public","7.4","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076584,""_nanoseconds"":684000000}","","2026-08-30T07:56:24.682Z","","Karriere.at, LinkedIn","","Lower Austrian International School","","","2026-08-30T16:19:07.622Z"
"FLIS0209","8.8","Austria","15","Linz","8.2","8.1","42","1:11","IB","8.2","IB curriculum school in Linz, Public, with 1:11 ratio and Mixed LMS.","7.9","","9.5","No","Mixed LMS","IB","48","Linz International School Auhof (LISA)","8.0","25%","Yes","","","$4,208","","State","","Yes","Public","7.7","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076584,""_nanoseconds"":258000000}","","2026-08-30T07:56:24.256Z","https://lisa.europagym.at/careers-lisa/","Karriere.at, Oberösterreich Bildungsdirektion Portal","https://lisa.europagym.at/careers-lisa/","Linz International School Auhof (LISA)","","","2026-08-30T16:19:07.622Z"
"FLIS0210","8.6","Austria","18","Salzburg","8.1","8.1","35","1:10","IB","8.0","IB curriculum school in Salzburg, Public, with 1:10 ratio and Mixed LMS.","7.6","","9.3","No","Mixed LMS","IB","40","SALIS - Salzburg International School","8.1","25%","Yes","","","$4,208","","State","","Yes","Public","8.1","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076587,""_nanoseconds"":795000000}","","2026-08-30T07:56:27.793Z","","Karriere.at, LinkedIn","","SALIS - Salzburg International School","","","2026-08-30T16:19:07.622Z"
"FLIS0212","5.2","Austria","12","Krumbach","7","7.3","20","1:5","IB World","7.8","UK curriculum school in Krumbach, For-Profit, with 1:5 ratio and Mixed LMS.","8.2","","9.1","Yes","Mixed LMS","UK, IBDP","25","Schloss Krumbach International School","6.9","18%","Yes","","","$3,666","","Private","","Yes","For-Profit","8.5","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076590,""_nanoseconds"":267000000}","","2026-08-30T07:56:30.266Z","https://join.com/companies/krumbach","Join.com, Karriere.at, LinkedIn","https://join.com/companies/krumbach","Schloss Krumbach International School","","","2026-08-30T16:19:07.622Z"
"FLIS0213","7.0","Austria","21","Vienna","8.2","8.1","145","1:9","IB World","8.8","IB curriculum school in Vienna, Non-Profit, with 1:9 ratio and Mixed LMS.","8.8","","9.7","€1,000 Arrival Stipend + Interest-Free Setup Loan","Mixed LMS","IB","162","Vienna International School","8.2","23%","Full coverage under Austrian statutory health insurance (ÖGK), accident insurance, and public pension contributions (Deductions ~40%-45% gross).","","Non-Profit","€67,200 - €94,794 gross/yr (14-Month Payroll Scale)","Non-Profit Independent (UN / IAEA / CTBTO Associated)","Association","","Non-Profit","Non-Profit Independent (UN / IAEA / CTBTO Associated)","7.9","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076590,""_nanoseconds"":175000000}","","2026-08-30T07:56:30.173Z","https://www.vis.ac.at/work-at-vis/current-vacancies","Schrole, Search Associates, School Website, UN Job List","https://www.vis.ac.at/work-at-vis/current-vacancies","Vienna International School","1270224","vienna-international-school-1270224","2026-08-30T16:19:07.622Z"
"FLIS0214","7.5","Bahrain","25","Manama","7.6","7.6","85","1:12","Ministry","7.6","US / IB curriculum school in Manama, For-Profit, with 1:12 ratio and Google LMS.","7.4","","9.2","Yes","Google LMS","UK/ IB","92","Arabian Pearl Gulf School","7.0","15%","Yes","","","$2,833","","Private","","Yes","For-Profit","8.5","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076586,""_nanoseconds"":4000000}","","2026-08-30T07:56:26.002Z","","LinkedIn, Gulf Talent","","Arabian Pearl Gulf School","","","2026-08-30T16:19:07.622Z"
"FLIS0215","8.8","Bahrain","20","Manama","8.3","8.3","75","1:9","CIS","8.4","US / IB curriculum school in Manama, For-Profit, with 1:9 ratio and Google LMS.","8.6","","9.5","Yes","Google LMS","US / IB","82","American School of Bahrain","7.3","20%","Yes","","","$4,000","","Esol Education","","Yes","For-Profit","8.5","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076585,""_nanoseconds"":478000000}","","2026-08-30T07:56:25.475Z","","Emerge Education Portal, Search Associates, LinkedIn, Gulf Talent","","American School of Bahrain","","","2026-08-30T16:19:07.622Z"
"FLIS0216","8.5","Bahrain","22","Juffair","8.1","8.1","110","1:9","Ministry","8.2","US / IB curriculum school in Juffair, Non-Profit, with 1:9 ratio and Microsoft LMS.","8.0","","9.4","No","Microsoft LMS","US / IB","120","Bahrain Bayan School","7.5","20%","Yes","","","$3,666","","Board","","Yes","Non-Profit","8.5","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076683,""_nanoseconds"":442000000}","","2026-08-30T07:58:03.440Z","https://www.bayanschool.edu.bh/page/view/92","Search Associates, Schrole, LinkedIn, Gulf Talent","https://www.bayanschool.edu.bh/page/view/92","Bahrain Bayan School","1075886","bahrain-bayan-school-1075886","2026-08-30T16:19:07.622Z"
"FLIS0217","7.8","Costa Rica","18","San José","Highly Regarded","8.2","45","1:8","CIS","8.2","US curriculum school in Riffa, Non-Profit, with 1:8 ratio and Google LMS.","8.2","","9.3","Provided","Google LMS","IB","50","UWC Costa Rica","7.6","22%","Yes","","","$3,800.00","","Board","","Yes","UWC","8.5","2026-08-31T14:50:39.123Z","0","[]","","success","true","{""_seconds"":1788327327,""_nanoseconds"":733000000}","{""schoolId"":""FLIS0217"",""schoolName"":""UWC Costa Rica"",""category"":""ELEVATED_TURNOVER"",""statusLabel"":""Elevated Turnover (Caution)"",""isUpdating"":false,""lastScrapedAt"":""2026-09-02T05:35:27.453Z"",""metrics"":{""estimatedStaffBase"":""45"",""totalKnownVacancies"":9,""estimatedChurnRatePercent"":20,""leadershipVacanciesCount"":1,""secondaryVacanciesCount"":8,""primaryVacanciesCount"":0,""riskRating"":""ELEVATED"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":9},""scrapedJobsList"":[""IB English A (Literature and Language & Literature) (Posted: 2026-08-31T14:50:49.921Z) - UWC"",""IB English B and Language Support Teacher (Posted: 2026-08-31T14:50:49.919Z) - UWC"",""Academic Leadership Team (Posted: Recently; Closes: [object Object]) - School Web"",""IB English A (Literature and Language & Literature) (Posted: Recently; Closes: [object Object]) - UWC"",""IB Chemistry Teacher (Secondary) (Posted: Recently; Closes: [object Object]) - School Web"",""IB English Teacher (Secondary) (Posted: Recently; Closes: [object Object]) - School Web"",""Head of School Welcome (Posted: Recently; Closes: [object Object]) - School Web"",""IB Arabic Teacher (Secondary) (Posted: Recently; Closes: [object Object]) - School Web"",""IB Math Teacher (Secondary) (Posted: Recently; Closes: [object Object]) - School Web"",""IB English B and Language Support Teacher (Posted: Recently; Closes: [object Object]) - UWC"",""IB Arabic Teacher (Posted: Recently; Closes: [object Object]) - School Web"",""IB Chemistry Teacher (Posted: Recently; Closes: [object Object]) - School Web"",""IB English A (Posted: Recently; Closes: [object Object]) - UWC"",""IB English Teacher (Posted: Recently; Closes: [object Object]) - School Web"",""IB Math Teacher (Posted: Recently; Closes: [object Object]) - School Web"",""PYP Homeroom Teacher (Posted: Recently; Closes: [object Object]) - School Web""],""vacancies_discovered"":[{""title"":""IB English A"",""department"":""Secondary"",""source"":""UWC"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""2026-08-31T14:50:49.921Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB English B and Language Support Teacher"",""department"":""Secondary"",""source"":""UWC"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""2026-08-31T14:50:49.919Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Academic Leadership Team"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB Chemistry Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB English Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of School Welcome"",""department"":""Leadership"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB Arabic Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB Math Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""PYP Homeroom Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""IB English A"",""department"":""Secondary"",""source"":""UWC"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""2026-08-31T14:50:49.921Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB English B and Language Support Teacher"",""department"":""Secondary"",""source"":""UWC"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""2026-08-31T14:50:49.919Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Academic Leadership Team"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB Chemistry Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB English Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of School Welcome"",""department"":""Leadership"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB Arabic Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""IB Math Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""PYP Homeroom Teacher"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.uwc-costa-rica.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":9,""estimated_churn_percentage"":20,""leadership_vacancies_count"":1,""secondary_vacancies_count"":8,""primary_vacancies_count"":0,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: 9 active vacancies detected across TES, GRC Search, and official school portals (20% estimated annual staff turnover)."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: 9 active vacancies detected across TES, GRC Search, and official school portals (20% estimated annual staff turnover)."",""senior_leadership_churn_percentage"":0}","2026-09-02T05:35:27.453Z","https://uwccostarica.org","Search Associates, Schrole, ISS, LinkedIn","https://www.rvis.edu.bh/careers","UWC Costa Rica","1075656","riffa-views-international-school-1075656","2026-08-30T16:19:07.622Z"
"FLIS0218","8.0","Bahrain","22","Riffa","7.9","7.9","95","1:10","CIS","8.0","IB curriculum school in Riffa, For-Profit, with 1:10 ratio and Google LMS.","7.8","","9.2","Yes","Google LMS","IB","105","Naseem International School","7.2","18%","Yes","","","$3,166","","Private","","Yes","For-Profit","8.5","2026-05-26T10:41:49.009Z","0","[]","","success","true","{""_seconds"":1788076582,""_nanoseconds"":534000000}","","2026-08-30T07:56:22.533Z","","Teacher Horizons, LinkedIn, Gulf Talent","","Naseem International School","","","2026-08-30T16:19:07.622Z"
